module_id,cpg,strategy,module_size
1,cg01013590,median,2252
1,cg01026458,median,2252
1,cg01032675,median,2252
1,cg01068944,median,2252
1,cg01069941,median,2252
1,cg01080998,median,2252
1,cg01106338,median,2252
1,cg01138867,median,2252
1,cg01150683,median,2252
1,cg01151966,median,2252
1,cg01158822,median,2252
1,cg01162672,median,2252
1,cg01168235,median,2252
1,cg01184975,median,2252
1,cg01201519,median,2252
1,cg01202666,median,2252
1,cg01220680,median,2252
1,cg01247628,median,2252
1,cg01253508,median,2252
1,cg01255414,median,2252
1,cg01276475,median,2252
1,cg01281285,median,2252
1,cg01283246,median,2252
1,cg01294808,median,2252
1,cg01296360,median,2252
1,cg01302656,median,2252
1,cg01315916,median,2252
1,cg01342746,median,2252
1,cg01345315,median,2252
1,cg01352175,median,2252
1,cg01366419,median,2252
1,cg01373911,median,2252
1,cg01382110,median,2252
1,cg01384488,median,2252
1,cg01396587,median,2252
1,cg01405040,median,2252
1,cg01405761,median,2252
1,cg01410472,median,2252
1,cg01422881,median,2252
1,cg01434649,median,2252
1,cg01436998,median,2252
1,cg01440841,median,2252
1,cg01449136,median,2252
1,cg01449663,median,2252
1,cg01460227,median,2252
1,cg01460436,median,2252
1,cg01464052,median,2252
1,cg01472299,median,2252
1,cg01501551,median,2252
1,cg01537995,median,2252
1,cg01541645,median,2252
1,cg01543603,median,2252
1,cg01557027,median,2252
1,cg01566526,median,2252
1,cg01582980,median,2252
1,cg01587896,median,2252
1,cg01588388,median,2252
1,cg01602690,median,2252
1,cg01610488,median,2252
1,cg01610605,median,2252
1,cg01610632,median,2252
1,cg01615704,median,2252
1,cg01625087,median,2252
1,cg01663016,median,2252
1,cg01663725,median,2252
1,cg01664666,median,2252
1,cg01690182,median,2252
1,cg01692233,median,2252
1,cg01693026,median,2252
1,cg01718116,median,2252
1,cg01718742,median,2252
1,cg01734112,median,2252
1,cg01758512,median,2252
1,cg01759562,median,2252
1,cg01770755,median,2252
1,cg01783070,median,2252
1,cg01794676,median,2252
1,cg01811325,median,2252
1,cg01839464,median,2252
1,cg01851450,median,2252
1,cg01852585,median,2252
1,cg01860328,median,2252
1,cg01867395,median,2252
1,cg01898698,median,2252
1,cg01906015,median,2252
1,cg01915516,median,2252
1,cg01916333,median,2252
1,cg01923218,median,2252
1,cg01927745,median,2252
1,cg01935149,median,2252
1,cg01937793,median,2252
1,cg01938650,median,2252
1,cg01939453,median,2252
1,cg01942127,median,2252
1,cg01942962,median,2252
1,cg02005147,median,2252
1,cg02008154,median,2252
1,cg02010196,median,2252
1,cg02017282,median,2252
1,cg02017926,median,2252
1,cg02044223,median,2252
1,cg02048412,median,2252
1,cg02055132,median,2252
1,cg02071005,median,2252
1,cg02081733,median,2252
1,cg02093112,median,2252
1,cg02096397,median,2252
1,cg02102103,median,2252
1,cg02106850,median,2252
1,cg02119348,median,2252
1,cg02146857,median,2252
1,cg02154186,median,2252
1,cg02165099,median,2252
1,cg02165355,median,2252
1,cg02167438,median,2252
1,cg02172150,median,2252
1,cg02172312,median,2252
1,cg02222728,median,2252
1,cg02225716,median,2252
1,cg02232208,median,2252
1,cg02241055,median,2252
1,cg02243785,median,2252
1,cg02268229,median,2252
1,cg02272993,median,2252
1,cg02300154,median,2252
1,cg02305853,median,2252
1,cg02311414,median,2252
1,cg02318784,median,2252
1,cg02322373,median,2252
1,cg02327997,median,2252
1,cg02333852,median,2252
1,cg02336521,median,2252
1,cg02344833,median,2252
1,cg02347074,median,2252
1,cg02352240,median,2252
1,cg02360199,median,2252
1,cg02374745,median,2252
1,cg02390209,median,2252
1,cg02397768,median,2252
1,cg02400433,median,2252
1,cg02409108,median,2252
1,cg02423064,median,2252
1,cg02429459,median,2252
1,cg02442436,median,2252
1,cg02446647,median,2252
1,cg02456226,median,2252
1,cg02456288,median,2252
1,cg02463418,median,2252
1,cg02487453,median,2252
1,cg02493644,median,2252
1,cg02509825,median,2252
1,cg02523640,median,2252
1,cg02523844,median,2252
1,cg02530437,median,2252
1,cg02532096,median,2252
1,cg02547394,median,2252
1,cg02557695,median,2252
1,cg02571816,median,2252
1,cg02582387,median,2252
1,cg02623400,median,2252
1,cg02630214,median,2252
1,cg02640260,median,2252
1,cg02649597,median,2252
1,cg02656891,median,2252
1,cg02662277,median,2252
1,cg02662828,median,2252
1,cg02681442,median,2252
1,cg02690638,median,2252
1,cg02741521,median,2252
1,cg02742906,median,2252
1,cg02745211,median,2252
1,cg02746381,median,2252
1,cg02801786,median,2252
1,cg02816816,median,2252
1,cg02824202,median,2252
1,cg02825171,median,2252
1,cg02829688,median,2252
1,cg02831267,median,2252
1,cg02838178,median,2252
1,cg02874376,median,2252
1,cg02908900,median,2252
1,cg02914422,median,2252
1,cg02919422,median,2252
1,cg02923706,median,2252
1,cg02928699,median,2252
1,cg02935338,median,2252
1,cg02938414,median,2252
1,cg02940165,median,2252
1,cg02990869,median,2252
1,cg02994956,median,2252
1,cg03014628,median,2252
1,cg03026462,median,2252
1,cg03031959,median,2252
1,cg03032098,median,2252
1,cg03044249,median,2252
1,cg03070297,median,2252
1,cg03074925,median,2252
1,cg03091551,median,2252
1,cg03106958,median,2252
1,cg03109101,median,2252
1,cg03117976,median,2252
1,cg03129384,median,2252
1,cg03146949,median,2252
1,cg03160135,median,2252
1,cg03167683,median,2252
1,cg03171770,median,2252
1,cg03178798,median,2252
1,cg03182113,median,2252
1,cg03190219,median,2252
1,cg03192598,median,2252
1,cg03200166,median,2252
1,cg03209642,median,2252
1,cg03209854,median,2252
1,cg03229780,median,2252
1,cg03237648,median,2252
1,cg03242819,median,2252
1,cg03244696,median,2252
1,cg03250019,median,2252
1,cg03251079,median,2252
1,cg03260566,median,2252
1,cg03287574,median,2252
1,cg03293015,median,2252
1,cg03323696,median,2252
1,cg03325733,median,2252
1,cg03332469,median,2252
1,cg03340466,median,2252
1,cg03340649,median,2252
1,cg03342498,median,2252
1,cg03354992,median,2252
1,cg03355526,median,2252
1,cg03357798,median,2252
1,cg03365733,median,2252
1,cg03428864,median,2252
1,cg03437157,median,2252
1,cg03450948,median,2252
1,cg03456938,median,2252
1,cg03465861,median,2252
1,cg03469054,median,2252
1,cg03475665,median,2252
1,cg03496114,median,2252
1,cg03496122,median,2252
1,cg03499808,median,2252
1,cg03506640,median,2252
1,cg03509106,median,2252
1,cg03512426,median,2252
1,cg03524083,median,2252
1,cg03544320,median,2252
1,cg03547745,median,2252
1,cg03553587,median,2252
1,cg03555227,median,2252
1,cg03574723,median,2252
1,cg03599078,median,2252
1,cg03602280,median,2252
1,cg03606215,median,2252
1,cg03607115,median,2252
1,cg03609960,median,2252
1,cg03696599,median,2252
1,cg03701992,median,2252
1,cg03705912,median,2252
1,cg03724990,median,2252
1,cg03727202,median,2252
1,cg03730428,median,2252
1,cg03734874,median,2252
1,cg03753331,median,2252
1,cg03774514,median,2252
1,cg03782157,median,2252
1,cg03790250,median,2252
1,cg03793270,median,2252
1,cg03817667,median,2252
1,cg03881775,median,2252
1,cg03893271,median,2252
1,cg03900143,median,2252
1,cg03925294,median,2252
1,cg03945902,median,2252
1,cg03964958,median,2252
1,cg03968755,median,2252
1,cg03986829,median,2252
1,cg03992259,median,2252
1,cg03994318,median,2252
1,cg04005707,median,2252
1,cg04008901,median,2252
1,cg04021697,median,2252
1,cg04024095,median,2252
1,cg04025150,median,2252
1,cg04038179,median,2252
1,cg04059568,median,2252
1,cg04075191,median,2252
1,cg04079301,median,2252
1,cg04100532,median,2252
1,cg04127342,median,2252
1,cg04143876,median,2252
1,cg04200224,median,2252
1,cg04222358,median,2252
1,cg04228468,median,2252
1,cg04267526,median,2252
1,cg04293085,median,2252
1,cg04326854,median,2252
1,cg04339613,median,2252
1,cg04347874,median,2252
1,cg04360793,median,2252
1,cg04397433,median,2252
1,cg04402007,median,2252
1,cg04415599,median,2252
1,cg04418492,median,2252
1,cg04432319,median,2252
1,cg04435546,median,2252
1,cg04450459,median,2252
1,cg04454086,median,2252
1,cg04467618,median,2252
1,cg04517323,median,2252
1,cg04521004,median,2252
1,cg04525757,median,2252
1,cg04529370,median,2252
1,cg04536893,median,2252
1,cg04567445,median,2252
1,cg04594598,median,2252
1,cg04595562,median,2252
1,cg04596004,median,2252
1,cg04597433,median,2252
1,cg04598121,median,2252
1,cg04606861,median,2252
1,cg04609576,median,2252
1,cg04612444,median,2252
1,cg04641171,median,2252
1,cg04643822,median,2252
1,cg04652097,median,2252
1,cg04654288,median,2252
1,cg04664153,median,2252
1,cg04671611,median,2252
1,cg04733537,median,2252
1,cg04738965,median,2252
1,cg04745161,median,2252
1,cg04759648,median,2252
1,cg04773818,median,2252
1,cg04784672,median,2252
1,cg04792712,median,2252
1,cg04837025,median,2252
1,cg04842426,median,2252
1,cg04845649,median,2252
1,cg04858155,median,2252
1,cg04861929,median,2252
1,cg04899175,median,2252
1,cg04913979,median,2252
1,cg04919274,median,2252
1,cg04928005,median,2252
1,cg04935449,median,2252
1,cg04949206,median,2252
1,cg04950301,median,2252
1,cg04961466,median,2252
1,cg04965050,median,2252
1,cg04969688,median,2252
1,cg04974290,median,2252
1,cg04983516,median,2252
1,cg04991036,median,2252
1,cg04991805,median,2252
1,cg05044185,median,2252
1,cg05048976,median,2252
1,cg05057720,median,2252
1,cg05062333,median,2252
1,cg05080154,median,2252
1,cg05128922,median,2252
1,cg05142982,median,2252
1,cg05168977,median,2252
1,cg05179846,median,2252
1,cg05184377,median,2252
1,cg05191076,median,2252
1,cg05201970,median,2252
1,cg05204798,median,2252
1,cg05209584,median,2252
1,cg05236677,median,2252
1,cg05237641,median,2252
1,cg05266781,median,2252
1,cg05299793,median,2252
1,cg05302338,median,2252
1,cg05337137,median,2252
1,cg05350411,median,2252
1,cg05361559,median,2252
1,cg05371578,median,2252
1,cg05374654,median,2252
1,cg05378938,median,2252
1,cg05380982,median,2252
1,cg05383490,median,2252
1,cg05402131,median,2252
1,cg05440435,median,2252
1,cg05446424,median,2252
1,cg05491001,median,2252
1,cg05500840,median,2252
1,cg05501996,median,2252
1,cg05502701,median,2252
1,cg05520409,median,2252
1,cg05533124,median,2252
1,cg05543049,median,2252
1,cg05549854,median,2252
1,cg05595345,median,2252
1,cg05602862,median,2252
1,cg05608777,median,2252
1,cg05637536,median,2252
1,cg05638174,median,2252
1,cg05646686,median,2252
1,cg05667379,median,2252
1,cg05668372,median,2252
1,cg05670348,median,2252
1,cg05686497,median,2252
1,cg05724871,median,2252
1,cg05732750,median,2252
1,cg05733135,median,2252
1,cg05733181,median,2252
1,cg05736768,median,2252
1,cg05756220,median,2252
1,cg05759718,median,2252
1,cg05764376,median,2252
1,cg05764628,median,2252
1,cg05768427,median,2252
1,cg05769169,median,2252
1,cg05771369,median,2252
1,cg05784157,median,2252
1,cg05787556,median,2252
1,cg05789711,median,2252
1,cg05798720,median,2252
1,cg05863502,median,2252
1,cg05895545,median,2252
1,cg05903444,median,2252
1,cg05908587,median,2252
1,cg05924485,median,2252
1,cg05924652,median,2252
1,cg05926722,median,2252
1,cg05931096,median,2252
1,cg05937737,median,2252
1,cg05942128,median,2252
1,cg05951860,median,2252
1,cg05983315,median,2252
1,cg06000883,median,2252
1,cg06000994,median,2252
1,cg06020207,median,2252
1,cg06049781,median,2252
1,cg06056415,median,2252
1,cg06062984,median,2252
1,cg06076277,median,2252
1,cg06091013,median,2252
1,cg06095270,median,2252
1,cg06103746,median,2252
1,cg06139341,median,2252
1,cg06139908,median,2252
1,cg06149302,median,2252
1,cg06158650,median,2252
1,cg06169131,median,2252
1,cg06187947,median,2252
1,cg06200092,median,2252
1,cg06202228,median,2252
1,cg06232807,median,2252
1,cg06258780,median,2252
1,cg06265277,median,2252
1,cg06268694,median,2252
1,cg06271970,median,2252
1,cg06288251,median,2252
1,cg06335867,median,2252
1,cg06352730,median,2252
1,cg06365535,median,2252
1,cg06374307,median,2252
1,cg06383163,median,2252
1,cg06391468,median,2252
1,cg06401021,median,2252
1,cg06410746,median,2252
1,cg06411724,median,2252
1,cg06424065,median,2252
1,cg06425919,median,2252
1,cg06444755,median,2252
1,cg06462796,median,2252
1,cg06469345,median,2252
1,cg06482428,median,2252
1,cg06492708,median,2252
1,cg06498267,median,2252
1,cg06510074,median,2252
1,cg06525651,median,2252
1,cg06547959,median,2252
1,cg06553312,median,2252
1,cg06564388,median,2252
1,cg06567373,median,2252
1,cg06570224,median,2252
1,cg06577205,median,2252
1,cg06584494,median,2252
1,cg06598836,median,2252
1,cg06602847,median,2252
1,cg06617456,median,2252
1,cg06619066,median,2252
1,cg06622151,median,2252
1,cg06622999,median,2252
1,cg06629130,median,2252
1,cg06634716,median,2252
1,cg06638795,median,2252
1,cg06647751,median,2252
1,cg06648277,median,2252
1,cg06650419,median,2252
1,cg06653045,median,2252
1,cg06659727,median,2252
1,cg06662812,median,2252
1,cg06667761,median,2252
1,cg06668555,median,2252
1,cg06674731,median,2252
1,cg06676637,median,2252
1,cg06704122,median,2252
1,cg06713632,median,2252
1,cg06719900,median,2252
1,cg06724588,median,2252
1,cg06733419,median,2252
1,cg06758591,median,2252
1,cg06763054,median,2252
1,cg06765217,median,2252
1,cg06766427,median,2252
1,cg06776999,median,2252
1,cg06782035,median,2252
1,cg06806958,median,2252
1,cg06808751,median,2252
1,cg06809544,median,2252
1,cg06822816,median,2252
1,cg06825039,median,2252
1,cg06831576,median,2252
1,cg06833732,median,2252
1,cg06849504,median,2252
1,cg06850283,median,2252
1,cg06875227,median,2252
1,cg06899953,median,2252
1,cg06906472,median,2252
1,cg06942701,median,2252
1,cg06966811,median,2252
1,cg06973234,median,2252
1,cg06987468,median,2252
1,cg07012926,median,2252
1,cg07015629,median,2252
1,cg07016184,median,2252
1,cg07021644,median,2252
1,cg07027430,median,2252
1,cg07028914,median,2252
1,cg07029873,median,2252
1,cg07035165,median,2252
1,cg07055616,median,2252
1,cg07057579,median,2252
1,cg07060233,median,2252
1,cg07060551,median,2252
1,cg07065111,median,2252
1,cg07072366,median,2252
1,cg07077013,median,2252
1,cg07094915,median,2252
1,cg07095995,median,2252
1,cg07103129,median,2252
1,cg07131533,median,2252
1,cg07135032,median,2252
1,cg07135446,median,2252
1,cg07135614,median,2252
1,cg07136998,median,2252
1,cg07137845,median,2252
1,cg07143083,median,2252
1,cg07149609,median,2252
1,cg07150445,median,2252
1,cg07152216,median,2252
1,cg07157830,median,2252
1,cg07176264,median,2252
1,cg07190535,median,2252
1,cg07194093,median,2252
1,cg07201620,median,2252
1,cg07203423,median,2252
1,cg07204550,median,2252
1,cg07206208,median,2252
1,cg07208703,median,2252
1,cg07212778,median,2252
1,cg07254032,median,2252
1,cg07271264,median,2252
1,cg07271394,median,2252
1,cg07274618,median,2252
1,cg07279070,median,2252
1,cg07293584,median,2252
1,cg07300060,median,2252
1,cg07314829,median,2252
1,cg07355841,median,2252
1,cg07357300,median,2252
1,cg07357987,median,2252
1,cg07382454,median,2252
1,cg07382920,median,2252
1,cg07408835,median,2252
1,cg07441518,median,2252
1,cg07442479,median,2252
1,cg07489048,median,2252
1,cg07489890,median,2252
1,cg07502439,median,2252
1,cg07519816,median,2252
1,cg07536910,median,2252
1,cg07540103,median,2252
1,cg07544187,median,2252
1,cg07552707,median,2252
1,cg07565505,median,2252
1,cg07581732,median,2252
1,cg07603330,median,2252
1,cg07622493,median,2252
1,cg07622996,median,2252
1,cg07636295,median,2252
1,cg07639287,median,2252
1,cg07665387,median,2252
1,cg07671776,median,2252
1,cg07684796,median,2252
1,cg07697895,median,2252
1,cg07733446,median,2252
1,cg07737781,median,2252
1,cg07738439,median,2252
1,cg07746943,median,2252
1,cg07758738,median,2252
1,cg07777349,median,2252
1,cg07780095,median,2252
1,cg07788092,median,2252
1,cg07792478,median,2252
1,cg07846220,median,2252
1,cg07848601,median,2252
1,cg07850527,median,2252
1,cg07870999,median,2252
1,cg07892295,median,2252
1,cg07892422,median,2252
1,cg07892785,median,2252
1,cg07897690,median,2252
1,cg07903370,median,2252
1,cg07918545,median,2252
1,cg07924081,median,2252
1,cg07928073,median,2252
1,cg07953890,median,2252
1,cg07967679,median,2252
1,cg07973435,median,2252
1,cg07995179,median,2252
1,cg08000065,median,2252
1,cg08002883,median,2252
1,cg08004278,median,2252
1,cg08009211,median,2252
1,cg08013557,median,2252
1,cg08023265,median,2252
1,cg08044097,median,2252
1,cg08057103,median,2252
1,cg08065657,median,2252
1,cg08068240,median,2252
1,cg08085357,median,2252
1,cg08085954,median,2252
1,cg08087868,median,2252
1,cg08095852,median,2252
1,cg08117309,median,2252
1,cg08119884,median,2252
1,cg08120263,median,2252
1,cg08122140,median,2252
1,cg08139247,median,2252
1,cg08141424,median,2252
1,cg08146483,median,2252
1,cg08152546,median,2252
1,cg08165221,median,2252
1,cg08183141,median,2252
1,cg08184652,median,2252
1,cg08185241,median,2252
1,cg08186362,median,2252
1,cg08190928,median,2252
1,cg08194879,median,2252
1,cg08204280,median,2252
1,cg08211028,median,2252
1,cg08231493,median,2252
1,cg08233654,median,2252
1,cg08234308,median,2252
1,cg08235864,median,2252
1,cg08244866,median,2252
1,cg08251037,median,2252
1,cg08258526,median,2252
1,cg08263071,median,2252
1,cg08272731,median,2252
1,cg08288811,median,2252
1,cg08305436,median,2252
1,cg08315202,median,2252
1,cg08336641,median,2252
1,cg08363794,median,2252
1,cg08376141,median,2252
1,cg08421685,median,2252
1,cg08422599,median,2252
1,cg08432727,median,2252
1,cg08441170,median,2252
1,cg08441806,median,2252
1,cg08445263,median,2252
1,cg08448701,median,2252
1,cg08475096,median,2252
1,cg08475953,median,2252
1,cg08476224,median,2252
1,cg08478039,median,2252
1,cg08482531,median,2252
1,cg08488841,median,2252
1,cg08490115,median,2252
1,cg08509172,median,2252
1,cg08510264,median,2252
1,cg08512167,median,2252
1,cg08523865,median,2252
1,cg08572611,median,2252
1,cg08586541,median,2252
1,cg08621843,median,2252
1,cg08638184,median,2252
1,cg08641579,median,2252
1,cg08658787,median,2252
1,cg08668551,median,2252
1,cg08681855,median,2252
1,cg08690859,median,2252
1,cg08697503,median,2252
1,cg08712932,median,2252
1,cg08719869,median,2252
1,cg08734740,median,2252
1,cg08754967,median,2252
1,cg08767286,median,2252
1,cg08795964,median,2252
1,cg08812189,median,2252
1,cg08812555,median,2252
1,cg08812889,median,2252
1,cg08825837,median,2252
1,cg08832906,median,2252
1,cg08855288,median,2252
1,cg08859095,median,2252
1,cg08874609,median,2252
1,cg08886823,median,2252
1,cg08889336,median,2252
1,cg08892370,median,2252
1,cg08917478,median,2252
1,cg08965888,median,2252
1,cg08975803,median,2252
1,cg08979319,median,2252
1,cg09009536,median,2252
1,cg09016242,median,2252
1,cg09017434,median,2252
1,cg09021626,median,2252
1,cg09042277,median,2252
1,cg09059319,median,2252
1,cg09077934,median,2252
1,cg09082287,median,2252
1,cg09082903,median,2252
1,cg09141965,median,2252
1,cg09142313,median,2252
1,cg09152582,median,2252
1,cg09155219,median,2252
1,cg09199698,median,2252
1,cg09208611,median,2252
1,cg09226262,median,2252
1,cg09232937,median,2252
1,cg09295081,median,2252
1,cg09307530,median,2252
1,cg09313439,median,2252
1,cg09322259,median,2252
1,cg09338032,median,2252
1,cg09366312,median,2252
1,cg09382127,median,2252
1,cg09388605,median,2252
1,cg09424759,median,2252
1,cg09438147,median,2252
1,cg09441363,median,2252
1,cg09442654,median,2252
1,cg09444637,median,2252
1,cg09445939,median,2252
1,cg09469566,median,2252
1,cg09472360,median,2252
1,cg09473315,median,2252
1,cg09484039,median,2252
1,cg09489306,median,2252
1,cg09493505,median,2252
1,cg09495418,median,2252
1,cg09500672,median,2252
1,cg09515953,median,2252
1,cg09543255,median,2252
1,cg09559021,median,2252
1,cg09559189,median,2252
1,cg09578475,median,2252
1,cg09601175,median,2252
1,cg09614415,median,2252
1,cg09623400,median,2252
1,cg09626894,median,2252
1,cg09643544,median,2252
1,cg09656389,median,2252
1,cg09659227,median,2252
1,cg09685182,median,2252
1,cg09688546,median,2252
1,cg09714778,median,2252
1,cg09765089,median,2252
1,cg09767822,median,2252
1,cg09774917,median,2252
1,cg09793172,median,2252
1,cg09797337,median,2252
1,cg09805010,median,2252
1,cg09838285,median,2252
1,cg09854317,median,2252
1,cg09858188,median,2252
1,cg09874822,median,2252
1,cg09880551,median,2252
1,cg09887059,median,2252
1,cg09896412,median,2252
1,cg09907509,median,2252
1,cg09935282,median,2252
1,cg09983897,median,2252
1,cg09989644,median,2252
1,cg10023530,median,2252
1,cg10028217,median,2252
1,cg10039188,median,2252
1,cg10056132,median,2252
1,cg10087973,median,2252
1,cg10088491,median,2252
1,cg10092878,median,2252
1,cg10095242,median,2252
1,cg10111115,median,2252
1,cg10121601,median,2252
1,cg10127275,median,2252
1,cg10127483,median,2252
1,cg10132208,median,2252
1,cg10137084,median,2252
1,cg10150592,median,2252
1,cg10151367,median,2252
1,cg10158541,median,2252
1,cg10166283,median,2252
1,cg10168149,median,2252
1,cg10177394,median,2252
1,cg10182317,median,2252
1,cg10223225,median,2252
1,cg10235355,median,2252
1,cg10239388,median,2252
1,cg10266211,median,2252
1,cg10269365,median,2252
1,cg10269548,median,2252
1,cg10282162,median,2252
1,cg10294822,median,2252
1,cg10298052,median,2252
1,cg10300684,median,2252
1,cg10303487,median,2252
1,cg10329173,median,2252
1,cg10334354,median,2252
1,cg10343742,median,2252
1,cg10363951,median,2252
1,cg10373086,median,2252
1,cg10373196,median,2252
1,cg10387551,median,2252
1,cg10410142,median,2252
1,cg10453719,median,2252
1,cg10471976,median,2252
1,cg10477621,median,2252
1,cg10479082,median,2252
1,cg10485664,median,2252
1,cg10501704,median,2252
1,cg10511904,median,2252
1,cg10520887,median,2252
1,cg10521638,median,2252
1,cg10530851,median,2252
1,cg10530883,median,2252
1,cg10539507,median,2252
1,cg10552126,median,2252
1,cg10567810,median,2252
1,cg10575261,median,2252
1,cg10591607,median,2252
1,cg10602282,median,2252
1,cg10603275,median,2252
1,cg10621825,median,2252
1,cg10658542,median,2252
1,cg10659886,median,2252
1,cg10676084,median,2252
1,cg10694152,median,2252
1,cg10715223,median,2252
1,cg10722226,median,2252
1,cg10740902,median,2252
1,cg10770187,median,2252
1,cg10791926,median,2252
1,cg10805352,median,2252
1,cg10816489,median,2252
1,cg10823473,median,2252
1,cg10827488,median,2252
1,cg10828337,median,2252
1,cg10836392,median,2252
1,cg10868817,median,2252
1,cg10894483,median,2252
1,cg10904109,median,2252
1,cg10906284,median,2252
1,cg10912240,median,2252
1,cg10943359,median,2252
1,cg10945079,median,2252
1,cg10961186,median,2252
1,cg10964367,median,2252
1,cg10966580,median,2252
1,cg10967350,median,2252
1,cg10989634,median,2252
1,cg10999932,median,2252
1,cg11002986,median,2252
1,cg11011938,median,2252
1,cg11025705,median,2252
1,cg11051843,median,2252
1,cg11063729,median,2252
1,cg11068946,median,2252
1,cg11080643,median,2252
1,cg11086982,median,2252
1,cg11095383,median,2252
1,cg11097433,median,2252
1,cg11097541,median,2252
1,cg11108269,median,2252
1,cg11113723,median,2252
1,cg11148130,median,2252
1,cg11163620,median,2252
1,cg11190248,median,2252
1,cg11199046,median,2252
1,cg11199713,median,2252
1,cg11201710,median,2252
1,cg11215976,median,2252
1,cg11226913,median,2252
1,cg11229543,median,2252
1,cg11234328,median,2252
1,cg11236526,median,2252
1,cg11254700,median,2252
1,cg11260097,median,2252
1,cg11268739,median,2252
1,cg11280525,median,2252
1,cg11293190,median,2252
1,cg11312408,median,2252
1,cg11323198,median,2252
1,cg11342106,median,2252
1,cg11344566,median,2252
1,cg11353250,median,2252
1,cg11358945,median,2252
1,cg11377136,median,2252
1,cg11381539,median,2252
1,cg11410023,median,2252
1,cg11413039,median,2252
1,cg11428724,median,2252
1,cg11438011,median,2252
1,cg11452391,median,2252
1,cg11460727,median,2252
1,cg11469098,median,2252
1,cg11546137,median,2252
1,cg11563680,median,2252
1,cg11574975,median,2252
1,cg11581706,median,2252
1,cg11592503,median,2252
1,cg11642106,median,2252
1,cg11651237,median,2252
1,cg11687330,median,2252
1,cg11701471,median,2252
1,cg11705975,median,2252
1,cg11711420,median,2252
1,cg11722699,median,2252
1,cg11723801,median,2252
1,cg11727383,median,2252
1,cg11743349,median,2252
1,cg11760593,median,2252
1,cg11793269,median,2252
1,cg11811610,median,2252
1,cg11823511,median,2252
1,cg11831238,median,2252
1,cg11832722,median,2252
1,cg11846112,median,2252
1,cg11868900,median,2252
1,cg11869770,median,2252
1,cg11871421,median,2252
1,cg11885396,median,2252
1,cg11896587,median,2252
1,cg11905007,median,2252
1,cg11907729,median,2252
1,cg11926610,median,2252
1,cg11931116,median,2252
1,cg11934695,median,2252
1,cg11935147,median,2252
1,cg11965370,median,2252
1,cg11982293,median,2252
1,cg12002303,median,2252
1,cg12007399,median,2252
1,cg12025310,median,2252
1,cg12043818,median,2252
1,cg12052661,median,2252
1,cg12075720,median,2252
1,cg12087643,median,2252
1,cg12089570,median,2252
1,cg12122146,median,2252
1,cg12161228,median,2252
1,cg12163490,median,2252
1,cg12164282,median,2252
1,cg12166610,median,2252
1,cg12172057,median,2252
1,cg12188986,median,2252
